timestamp,symbol,open,high,low,close,volume,returns_pct,log_returns,high_low_spread,open_close_spread,rolling_mean_7,rolling_std_7,rolling_std_30,EMA_20,EMA_50,SMA_20,MACD,MACD_signal,MACD_hist,RSI_14,true_range,ATR_14,BB_upper,BB_middle,BB_lower,Bollinger_bandwidth,volatility_20d,volatility_60d,day_of_week,week_of_year,month,is_month_start,is_month_end,target_future_1,target_future_2,target_future_3,target_future_4,target_future_5,target_future_6,target_future_7
2020-12-11,AAPL,119.17976698694284,119.50100803270227,117.34967931202699,119.1603012084961,86939800,,,2.1513287206752807,0.019465778446743798,,,,119.1603012084961,119.1603012084961,,0.0,0.0,0.0,,2.1513287206752807,,,,,,,,4,50,12,0,0,118.5470199584961,124.48509216308594,124.41693115234375,125.2833251953125,123.29747009277344,124.82576751708984,128.37889099121094
2020-12-14,AAPL,119.3452505477775,120.07533977310263,118.31339348591051,118.5470199584961,79184500,-0.005146691001786996,-0.005159980834640613,1.7619462871921172,0.7982305892814026,,,,119.10189347040085,119.13625096339806,,-0.04892272079771942,-0.009784544159543884,-0.03913817663817554,,1.7619462871921172,,,,,,,,0,51,12,0,0,124.48509216308594,124.41693115234375,125.2833251953125,123.29747009277344,124.82576751708984,128.37889099121094,127.48332214355469
2020-12-15,AAPL,121.03906972258223,124.50456537042437,120.83464560664378,124.48509216308594,157243700,0.0500904384325207,0.04887629230079392,3.669919763780598,-3.446022440503711,,,,119.61457906018039,119.34600944181719,,0.3869974056761549,0.06957184580759587,0.317425559868559,,5.95754541192828,,,,,,,,1,51,12,0,0,124.41693115234375,125.2833251953125,123.29747009277344,124.82576751708984,128.37889099121094,127.48332214355469,128.4665069580078
2020-12-16,AAPL,124.0275561892667,124.96206204213269,123.2001158255996,124.41693115234375,98208600,-0.0005475435617052771,-0.0005476935184223145,1.7619462165330901,-0.3893749630770458,,,,120.07194592610071,119.5448691167398,,0.7186826958665478,0.19939401581938626,0.5192886800471614,,1.7619462165330901,,,,,,,,2,51,12,0,0,125.2833251953125,123.29747009277344,124.82576751708984,128.37889099121094,127.48332214355469,128.4665069580078,133.0612030029297
2020-12-17,AAPL,125.47801271123197,126.13996808980455,124.64084302444346,125.2833251953125,94359800,0.006963634570827715,0.0069395004436606615,1.499125065361099,0.19468751591946898,,,,120.56826776126374,119.76990661001717,,1.039474026983413,0.36741001805219164,0.6720640089312214,,1.7230369374608046,,,,,,,,3,51,12,0,0,123.29747009277344,124.82576751708984,128.37889099121094,127.48332214355469,128.4665069580078,133.0612030029297,131.28952026367188
2020-12-18,AAPL,125.53641332100761,125.67269604688084,122.7718049671832,123.29747009277344,192541500,-0.015850913115877052,-0.015977882345424677,2.9008910796976437,2.2389432282341772,,,,120.8281917928361,119.90824243287035,,1.1205446169495445,0.5180369378316623,0.6025076791178823,,2.9008910796976437,,,,,,,,4,51,12,0,0,124.82576751708984,128.37889099121094,127.48332214355469,128.4665069580078,133.0612030029297,131.28952026367188,130.17010498046875
2020-12-21,AAPL,121.70098694468902,124.90364547308224,120.17266733587894,124.82576751708984,121251600,0.012395205053002734,0.012319013459720656,4.730978137203294,-3.124780572400823,122.85941532679966,,,121.20891329038407,120.10108655382015,,1.2932071857636487,0.6730709874180596,0.6201361983455891,,4.730978137203294,,,,,,,,0,52,12,0,0,128.37889099121094,127.48332214355469,128.4665069580078,133.0612030029297,131.28952026367188,130.17010498046875,129.1673583984375
2020-12-22,AAPL,128.11605471749206,130.84172406271304,126.20808171972651,128.37889099121094,168904800,0.028464663545005875,0.028067072247928634,4.633642342986533,-0.2628362737188752,124.17635672433036,0.02223470149367085,,121.89176830951044,120.42570633567861,,1.6971867725334846,0.8778941444411446,0.81929262809234,,6.015956545623197,,,,,,,,1,52,12,0,0,127.48332214355469,128.4665069580078,133.0612030029297,131.28952026367188,130.17010498046875,129.1673583984375,125.9744644165039
2020-12-23,AAPL,128.65146195480474,128.91428338608608,127.30809300233021,127.48332214355469,88223700,-0.006975982116230961,-0.007000428035341988,1.606190383755873,1.1681398112500574,125.45297132219586,0.022464431365076164,,122.42429724608608,120.70247558304631,,1.92291244642864,1.0868978048386437,0.8360146415899963,,1.606190383755873,,,,,,,,2,52,12,0,0,128.4665069580078,133.0612030029297,131.28952026367188,130.17010498046875,129.1673583984375,125.9744644165039,127.53202056884766
2020-12-24,AAPL,127.83376887622417,129.91695629713385,127.61960817236115,128.4665069580078,54930100,0.00771226226239996,0.007682674794636988,2.2973481247726966,-0.6327380817836428,126.02174486432757,0.014284610209335342,,122.99974579007863,121.00694740167225,,2.156280210930447,1.3007742860570044,0.8555059248734427,,2.4336341535791632,,,,,,,,3,52,12,0,0,133.0612030029297,131.28952026367188,130.17010498046875,129.1673583984375,125.9744644165039,127.53202056884766,123.23906707763672
