epoch,lr-Adam,step,target_future_1 val_MAE,target_future_1 val_MAPE,target_future_1 val_RMSE,target_future_1 val_SMAPE,target_future_2 val_MAE,target_future_2 val_MAPE,target_future_2 val_RMSE,target_future_2 val_SMAPE,target_future_3 val_MAE,target_future_3 val_MAPE,target_future_3 val_RMSE,target_future_3 val_SMAPE,target_future_4 val_MAE,target_future_4 val_MAPE,target_future_4 val_RMSE,target_future_4 val_SMAPE,target_future_5 val_MAE,target_future_5 val_MAPE,target_future_5 val_RMSE,target_future_5 val_SMAPE,target_future_6 val_MAE,target_future_6 val_MAPE,target_future_6 val_RMSE,target_future_6 val_SMAPE,target_future_7 val_MAE,target_future_7 val_MAPE,target_future_7 val_RMSE,target_future_7 val_SMAPE,train_loss_epoch,train_loss_step,val_loss
1,,417,0.011005083099007607,199.8076629638672,0.014972096309065819,1.7754229307174683,0.01624678447842598,369.0570068359375,0.021527454257011414,1.626145839691162,0.020275745540857315,539.7969360351562,0.02644939161837101,1.7217352390289307,0.023701585829257965,750.611572265625,0.030425213277339935,1.622418761253357,0.02675875648856163,323.0072326660156,0.03402812406420708,1.7171804904937744,0.029511284083127975,849.2171020507812,0.03722989186644554,1.6847621202468872,0.03209240734577179,1009.286865234375,0.04019186645746231,1.667790174484253,,,0.08991998434066772
1,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11132874339818954,,
,0.001,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1479896754026413,
2,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12457618117332458,
2,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0552828423678875,
2,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13116151094436646,
2,,626,0.011014916934072971,239.9708709716797,0.014987954869866371,1.75894033908844,0.016243232414126396,377.5157165527344,0.021524198353290558,1.6346125602722168,0.020227916538715363,752.9669799804688,0.026400402188301086,1.6703423261642456,0.023718547075986862,795.5951538085938,0.03043130598962307,1.6246349811553955,0.026753520593047142,395.9953308105469,0.03405572101473808,1.6966474056243896,0.029544973745942116,925.4854125976562,0.037315886467695236,1.6697100400924683,0.032034873962402344,1382.4034423828125,0.04020201787352562,1.6114270687103271,,,0.09001439809799194
2,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11085838079452515,,
,0.001,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0962117537856102,
3,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09992366284132004,
3,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07286515831947327,
3,,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11559689044952393,
3,,835,0.011029575951397419,287.9114074707031,0.015007304027676582,1.7261521816253662,0.01626054383814335,418.24298095703125,0.02155117131769657,1.623302698135376,0.02029014192521572,591.4129028320312,0.0264833252876997,1.6676712036132812,0.023738907650113106,761.7633666992188,0.03047870099544525,1.6170694828033447,0.026802854612469673,459.98297119140625,0.03414286673069,1.6647913455963135,0.029617952182888985,1015.16455078125,0.03743394836783409,1.6445837020874023,0.032297130674123764,1237.867919921875,0.04060446843504906,1.6003905534744263,,,0.09054701030254364
3,,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1104782223701477,,
,0.001,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22493502497673035,
4,,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06145557761192322,
4,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048217352479696274,
4,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11130905151367188,
4,,1044,0.01106069702655077,381.0483703613281,0.015034026466310024,1.6715086698532104,0.01636222004890442,413.46832275390625,0.02163306251168251,1.6319379806518555,0.02034267596900463,928.9284057617188,0.026536600664258003,1.6297999620437622,0.023878339678049088,860.9677124023438,0.030614254996180534,1.5914937257766724,0.02714363858103752,609.8993530273438,0.03452922776341438,1.6156543493270874,0.02980678342282772,1042.4791259765625,0.037601225078105927,1.6125296354293823,0.0325997956097126,1758.38671875,0.040830276906490326,1.5559136867523193,,,0.09046958386898041
4,,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11015654355287552,,
,0.001,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10780278593301773,
5,,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14075814187526703,
5,,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06318026036024094,
5,,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1912599354982376,
5,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08382406085729599,
5,,1253,0.01106574572622776,336.0754699707031,0.01505459938198328,1.6782221794128418,0.016529887914657593,681.141845703125,0.021830040961503983,1.5622897148132324,0.020492704585194588,1007.2453002929688,0.02670910209417343,1.6105438470840454,0.0242853332310915,1090.773193359375,0.03104650415480137,1.5228136777877808,0.02751106396317482,778.9420166015625,0.03485659137368202,1.5617038011550903,0.03043433278799057,950.8187866210938,0.03825972601771355,1.5363361835479736,0.033285971730947495,1681.0882568359375,0.041551802307367325,1.5426872968673706,,,0.09099487215280533
5,,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10986645519733429,,
