epoch,lr-Adam,step,target_future_1 val_MAE,target_future_1 val_MAPE,target_future_1 val_RMSE,target_future_1 val_SMAPE,target_future_2 val_MAE,target_future_2 val_MAPE,target_future_2 val_RMSE,target_future_2 val_SMAPE,target_future_3 val_MAE,target_future_3 val_MAPE,target_future_3 val_RMSE,target_future_3 val_SMAPE,target_future_4 val_MAE,target_future_4 val_MAPE,target_future_4 val_RMSE,target_future_4 val_SMAPE,target_future_5 val_MAE,target_future_5 val_MAPE,target_future_5 val_RMSE,target_future_5 val_SMAPE,target_future_6 val_MAE,target_future_6 val_MAPE,target_future_6 val_RMSE,target_future_6 val_SMAPE,target_future_7 val_MAE,target_future_7 val_MAPE,target_future_7 val_RMSE,target_future_7 val_SMAPE,train_loss_epoch,train_loss_step,val_loss
,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4959831237793,
0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.17752075195312,
0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8587532043457,
0,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38607788085938,
0,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.043060302734375,
0,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.042614936828613,
0,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89863395690918,
0,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35014343261719,
0,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0925407409668,
0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81201934814453,
0,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73957443237305,
0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.73818969726562,
0,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.50511169433594,
0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7445297241211,
0,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.912353515625,
0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00379943847656,
0,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.950950622558594,
0,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75732421875,
0,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04279327392578,
0,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.30547332763672,
0,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.339111328125,
